image,dance_style,viewpoint,split,ground_truth_couples,predicted_couples,difference,absolute_difference,exact_match,within_one,detection_ratio
STD_FORM_FB_AD_AV_146.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_191.jpg,STD,AV,train,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_185.jpg,STD,AV,train,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_032.jpg,STD,AV,train,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_017.jpg,LAT,AV,train,8,9,1,1,False,True,1.125
LAT_FORM_FB_AD_AV_003.jpg,LAT,AV,train,6,7,1,1,False,True,1.167
LAT_FORM_FB_AD_AV_224.jpg,LAT,AV,val,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_218.jpg,LAT,AV,val,8,5,-3,3,False,False,0.625
LAT_FORM_FB_AD_AV_190.jpg,LAT,AV,val,4,7,3,3,False,False,1.75
LAT_FORM_FB_AD_AV_219.jpg,LAT,AV,val,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_225.jpg,LAT,AV,val,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_227.jpg,LAT,AV,val,7,5,-2,2,False,False,0.714
LAT_FORM_FB_AD_AV_186.jpg,LAT,AV,val,7,8,1,1,False,True,1.143
LAT_FORM_FB_AD_AV_226.jpg,LAT,AV,val,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_222.jpg,LAT,AV,val,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_223.jpg,LAT,AV,val,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_221.jpg,LAT,AV,val,7,5,-2,2,False,False,0.714
LAT_FORM_FB_AD_AV_220.jpg,LAT,AV,val,7,6,-1,1,False,True,0.857
STD_FORM_FB_AD_AV_075.jpg,STD,AV,val,7,8,1,1,False,True,1.143
STD_FORM_FB_AD_AV_077.jpg,STD,AV,val,5,5,0,0,True,True,1.0
STD_FORM_FB_AD_AV_076.jpg,STD,AV,val,6,5,-1,1,False,True,0.833
STD_FORM_FB_AD_AV_089.jpg,STD,AV,val,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_082.jpg,STD,AV,val,8,6,-2,2,False,False,0.75
STD_FORM_FB_AD_AV_081.jpg,STD,AV,val,6,7,1,1,False,True,1.167
STD_FORM_FB_AD_AV_094.jpg,STD,AV,val,8,6,-2,2,False,False,0.75
STD_FORM_FB_AD_AV_080.jpg,STD,AV,val,6,8,2,2,False,False,1.333
STD_FORM_FB_AD_AV_090.jpg,STD,AV,val,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_091.jpg,STD,AV,val,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_093.jpg,STD,AV,val,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_087.jpg,STD,AV,val,8,9,1,1,False,True,1.125
STD_FORM_FB_AD_AV_078.jpg,STD,AV,val,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_079.jpg,STD,AV,val,7,9,2,2,False,False,1.286
STD_FORM_FB_AD_AV_086.jpg,STD,AV,val,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_092.jpg,STD,AV,val,8,10,2,2,False,False,1.25
LAT_FORM_FB_AD_AV_211.jpg,LAT,AV,val,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_213.jpg,LAT,AV,val,7,8,1,1,False,True,1.143
LAT_FORM_FB_AD_AV_217.jpg,LAT,AV,val,5,7,2,2,False,False,1.4
STD_FORM_FB_AD_AV_018.jpg,STD,AV,val,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_019.jpg,STD,AV,val,6,7,1,1,False,True,1.167
LAT_FORM_FB_AD_AV_216.jpg,LAT,AV,val,5,4,-1,1,False,True,0.8
LAT_FORM_FB_AD_AV_214.jpg,LAT,AV,val,6,4,-2,2,False,False,0.667
LAT_FORM_FB_AD_AV_177.jpg,LAT,AV,val,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_215.jpg,LAT,AV,val,6,6,0,0,True,True,1.0
STD_FORM_FB_AD_AV_229.jpg,STD,AV,test,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_228.jpg,STD,AV,test,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_197.jpg,LAT,AV,test,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_196.jpg,LAT,AV,test,6,4,-2,2,False,False,0.667
LAT_FORM_FB_AD_AV_209.jpg,LAT,AV,test,7,7,0,0,True,True,1.0
STD_FORM_FB_AD_AV_238.jpg,STD,AV,test,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_194.jpg,LAT,AV,test,6,6,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_195.jpg,LAT,AV,test,6,7,1,1,False,True,1.167
LAT_FORM_FB_AD_AV_208.jpg,LAT,AV,test,7,7,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_205.jpg,LAT,AV,test,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_234.jpg,STD,AV,test,7,8,1,1,False,True,1.143
LAT_FORM_FB_AD_AV_198.jpg,LAT,AV,test,8,5,-3,3,False,False,0.625
LAT_FORM_FB_AD_AV_199.jpg,LAT,AV,test,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_235.jpg,STD,AV,test,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_204.jpg,LAT,AV,test,7,5,-2,2,False,False,0.714
LAT_FORM_FB_AD_AV_206.jpg,LAT,AV,test,8,2,-6,6,False,False,0.25
STD_FORM_FB_AD_AV_237.jpg,STD,AV,test,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_236.jpg,STD,AV,test,8,8,0,0,True,True,1.0
LAT_FORM_FB_AD_AV_207.jpg,LAT,AV,test,8,6,-2,2,False,False,0.75
LAT_FORM_FB_AD_AV_203.jpg,LAT,AV,test,7,4,-3,3,False,False,0.571
STD_FORM_FB_AD_AV_226.jpg,STD,AV,test,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_232.jpg,STD,AV,test,8,7,-1,1,False,True,0.875
STD_FORM_FB_AD_AV_233.jpg,STD,AV,test,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_227.jpg,STD,AV,test,8,7,-1,1,False,True,0.875
LAT_FORM_FB_AD_AV_202.jpg,LAT,AV,test,7,6,-1,1,False,True,0.857
LAT_FORM_FB_AD_AV_200.jpg,LAT,AV,test,8,6,-2,2,False,False,0.75
STD_FORM_FB_AD_AV_231.jpg,STD,AV,test,8,8,0,0,True,True,1.0
STD_FORM_FB_AD_AV_225.jpg,STD,AV,test,8,6,-2,2,False,False,0.75
STD_FORM_FB_AD_AV_224.jpg,STD,AV,test,7,6,-1,1,False,True,0.857
STD_FORM_FB_AD_AV_230.jpg,STD,AV,test,8,6,-2,2,False,False,0.75
LAT_FORM_FB_AD_AV_201.jpg,LAT,AV,test,7,8,1,1,False,True,1.143
