image,couple_id,confidence,x1,y1,x2,y2,center_x,center_y
LAT_FORM_FB_AD_AV_107.jpg,3,0.937,713.9,435.05,901.56,657.98,807.73,546.51
LAT_FORM_FB_AD_AV_107.jpg,4,0.935,479.72,427.08,676.56,651.86,578.14,539.47
LAT_FORM_FB_AD_AV_108.jpg,1,0.955,427.16,402.78,530.71,595.39,478.93,499.09
LAT_FORM_FB_AD_AV_108.jpg,2,0.942,989.34,408.74,1097.51,591.18,1043.42,499.96
LAT_FORM_FB_AD_AV_108.jpg,3,0.935,564.56,383.09,680.33,583.84,622.45,483.46
LAT_FORM_FB_AD_AV_108.jpg,4,0.931,1376.38,411.58,1517.7,589.4,1447.04,500.49
LAT_FORM_FB_AD_AV_108.jpg,5,0.924,1252.75,406.87,1360.2,588.66,1306.48,497.76
LAT_FORM_FB_AD_AV_108.jpg,6,0.921,812.0,404.91,932.99,586.61,872.49,495.76
LAT_FORM_FB_AD_AV_108.jpg,7,0.888,686.76,407.99,805.67,586.0,746.22,497.0
LAT_FORM_FB_AD_AV_108.jpg,8,0.883,1110.94,414.27,1214.65,595.6,1162.79,504.93
LAT_FORM_FB_AD_AV_109.jpg,1,0.975,559.3,441.48,789.6,733.75,674.45,587.62
LAT_FORM_FB_AD_AV_109.jpg,2,0.956,1073.92,443.56,1302.54,731.7,1188.23,587.63
LAT_FORM_FB_AD_AV_109.jpg,3,0.922,1329.9,405.29,1548.66,683.29,1439.28,544.29
LAT_FORM_FB_AD_AV_109.jpg,4,0.448,807.7,475.29,1053.57,783.23,930.64,629.26
LAT_FORM_FB_AD_AV_109.jpg,5,0.444,807.87,474.86,1053.61,782.16,930.74,628.51
LAT_FORM_FB_AD_AV_110.jpg,1,0.958,836.71,506.88,1063.29,823.62,950.0,665.25
LAT_FORM_FB_AD_AV_110.jpg,2,0.939,1145.04,471.62,1379.2,796.35,1262.12,633.98
LAT_FORM_FB_AD_AV_110.jpg,3,0.917,1402.47,400.6,1628.36,748.04,1515.41,574.32
LAT_FORM_FB_AD_AV_110.jpg,4,0.464,581.33,465.77,822.41,801.7,701.87,633.73
LAT_FORM_FB_AD_AV_111.jpg,1,0.947,1298.78,490.06,1485.22,739.59,1392.0,614.83
LAT_FORM_FB_AD_AV_111.jpg,2,0.945,778.32,503.31,948.22,748.73,863.27,626.02
LAT_FORM_FB_AD_AV_111.jpg,3,0.942,563.64,478.43,738.09,698.87,650.86,588.65
LAT_FORM_FB_AD_AV_111.jpg,4,0.936,1003.26,485.34,1186.17,704.3,1094.71,594.82
LAT_FORM_FB_AD_AV_112.jpg,1,0.949,626.53,546.02,830.54,752.5,728.53,649.26
LAT_FORM_FB_AD_AV_112.jpg,2,0.94,175.84,466.65,408.92,667.33,292.38,566.99
LAT_FORM_FB_AD_AV_112.jpg,3,0.925,953.36,566.97,1193.33,805.46,1073.35,686.22
LAT_FORM_FB_AD_AV_112.jpg,4,0.916,417.19,496.99,633.91,708.22,525.55,602.6
LAT_FORM_FB_AD_AV_113.jpg,1,0.95,810.98,540.82,1003.02,752.78,907.0,646.8
LAT_FORM_FB_AD_AV_113.jpg,2,0.918,547.84,540.46,706.91,741.61,627.37,641.04
LAT_FORM_FB_AD_AV_113.jpg,3,0.916,1024.02,491.88,1196.23,677.83,1110.13,584.86
LAT_FORM_FB_AD_AV_113.jpg,4,0.768,144.12,539.57,343.16,749.17,243.64,644.37
LAT_FORM_FB_AD_AV_113.jpg,5,0.664,145.9,538.38,344.32,750.77,245.11,644.58
LAT_FORM_FB_AD_AV_114.jpg,1,0.929,831.54,500.59,986.74,768.06,909.14,634.32
LAT_FORM_FB_AD_AV_114.jpg,2,0.928,385.56,451.73,504.03,687.28,444.79,569.5
LAT_FORM_FB_AD_AV_114.jpg,3,0.925,85.02,493.24,235.14,757.39,160.08,625.32
LAT_FORM_FB_AD_AV_114.jpg,4,0.919,1091.83,457.07,1203.36,692.17,1147.6,574.62
LAT_FORM_FB_AD_AV_114.jpg,5,0.914,699.26,444.89,822.55,688.01,760.91,566.45
LAT_FORM_FB_AD_AV_114.jpg,6,0.909,526.88,525.13,658.75,759.07,592.82,642.1
LAT_FORM_FB_AD_AV_115.jpg,1,0.941,736.37,481.79,896.5,731.88,816.44,606.84
LAT_FORM_FB_AD_AV_115.jpg,2,0.941,1375.33,436.9,1530.6,669.97,1452.96,553.44
LAT_FORM_FB_AD_AV_115.jpg,3,0.94,266.43,472.4,436.17,727.32,351.3,599.86
LAT_FORM_FB_AD_AV_115.jpg,4,0.929,575.09,421.85,729.59,649.27,652.34,535.56
LAT_FORM_FB_AD_AV_115.jpg,5,0.918,1095.89,480.17,1264.32,750.03,1180.11,615.1
LAT_FORM_FB_AD_AV_115.jpg,6,0.845,950.12,412.67,1104.57,655.28,1027.34,533.97
LAT_FORM_FB_AD_AV_116.jpg,1,0.948,1384.41,434.1,1565.41,669.29,1474.91,551.7
LAT_FORM_FB_AD_AV_116.jpg,2,0.946,1110.09,486.62,1316.05,753.94,1213.07,620.28
LAT_FORM_FB_AD_AV_116.jpg,3,0.938,276.76,462.11,465.54,726.58,371.15,594.35
LAT_FORM_FB_AD_AV_116.jpg,4,0.934,752.39,473.27,912.86,734.62,832.63,603.95
LAT_FORM_FB_AD_AV_116.jpg,5,0.879,959.32,413.81,1122.59,654.35,1040.95,534.08
LAT_FORM_FB_AD_AV_116.jpg,6,0.775,580.74,407.29,749.05,654.0,664.89,530.64
LAT_FORM_FB_AD_AV_117.jpg,1,0.956,437.23,455.38,626.79,731.46,532.01,593.42
LAT_FORM_FB_AD_AV_117.jpg,2,0.94,1223.1,481.32,1393.12,756.53,1308.11,618.93
LAT_FORM_FB_AD_AV_117.jpg,3,0.936,1483.59,425.21,1629.73,667.24,1556.66,546.23
LAT_FORM_FB_AD_AV_117.jpg,4,0.935,1082.59,400.8,1217.11,663.21,1149.85,532.01
LAT_FORM_FB_AD_AV_117.jpg,5,0.92,813.85,482.0,961.95,747.48,887.9,614.74
LAT_FORM_FB_AD_AV_117.jpg,6,0.705,701.31,400.18,819.64,647.67,760.47,523.92
LAT_FORM_FB_AD_AV_118.jpg,1,0.946,509.78,474.54,674.94,735.22,592.36,604.88
LAT_FORM_FB_AD_AV_118.jpg,2,0.94,1517.88,439.37,1700.02,675.82,1608.95,557.59
LAT_FORM_FB_AD_AV_118.jpg,3,0.938,878.86,485.53,1062.28,745.13,970.57,615.33
LAT_FORM_FB_AD_AV_118.jpg,4,0.934,1279.61,480.32,1490.42,758.29,1385.01,619.3
LAT_FORM_FB_AD_AV_118.jpg,5,0.915,733.89,408.65,872.35,657.83,803.12,533.24
LAT_FORM_FB_AD_AV_118.jpg,6,0.783,1091.27,420.27,1284.29,662.22,1187.78,541.24
LAT_FORM_FB_AD_AV_119.jpg,1,0.956,873.61,407.18,1045.73,660.54,959.67,533.86
LAT_FORM_FB_AD_AV_119.jpg,2,0.951,666.04,473.47,835.67,735.68,750.85,604.58
LAT_FORM_FB_AD_AV_119.jpg,3,0.94,280.42,456.19,461.24,730.31,370.83,593.25
LAT_FORM_FB_AD_AV_119.jpg,4,0.935,494.76,406.67,626.04,659.51,560.4,533.09
LAT_FORM_FB_AD_AV_119.jpg,5,0.934,1083.41,464.7,1223.73,744.49,1153.57,604.59
LAT_FORM_FB_AD_AV_119.jpg,6,0.906,1246.49,422.78,1396.45,662.89,1321.47,542.83
LAT_FORM_FB_AD_AV_120.jpg,1,0.946,1114.01,542.73,1252.14,765.28,1183.07,654.0
LAT_FORM_FB_AD_AV_120.jpg,2,0.928,939.0,517.54,1091.66,719.51,1015.33,618.53
LAT_FORM_FB_AD_AV_120.jpg,3,0.91,434.73,492.96,564.05,715.34,499.39,604.15
LAT_FORM_FB_AD_AV_120.jpg,4,0.898,625.83,537.64,760.67,764.48,693.25,651.06
LAT_FORM_FB_AD_AV_121.jpg,1,0.958,776.84,486.17,939.96,707.33,858.4,596.75
LAT_FORM_FB_AD_AV_121.jpg,2,0.933,1301.76,496.96,1436.69,725.09,1369.23,611.03
LAT_FORM_FB_AD_AV_121.jpg,3,0.92,593.28,428.9,718.0,663.73,655.64,546.32
LAT_FORM_FB_AD_AV_121.jpg,4,0.886,1116.2,471.84,1227.01,681.73,1171.6,576.79
LAT_FORM_FB_AD_AV_122.jpg,1,0.957,668.25,495.77,832.28,756.08,750.26,625.93
LAT_FORM_FB_AD_AV_122.jpg,2,0.945,457.24,444.94,658.25,700.21,557.75,572.57
LAT_FORM_FB_AD_AV_122.jpg,3,0.929,902.05,524.58,1062.63,787.48,982.34,656.03
LAT_FORM_FB_AD_AV_122.jpg,4,0.923,1091.0,510.31,1257.55,770.27,1174.28,640.29
LAT_FORM_FB_AD_AV_122.jpg,5,0.729,1256.06,479.81,1426.25,724.11,1341.15,601.96
LAT_FORM_FB_AD_AV_123.jpg,1,0.95,953.44,495.92,1121.05,740.09,1037.25,618.01
LAT_FORM_FB_AD_AV_123.jpg,2,0.949,753.26,466.19,948.5,699.31,850.88,582.75
LAT_FORM_FB_AD_AV_123.jpg,3,0.926,1116.57,474.77,1292.91,711.42,1204.74,593.1
LAT_FORM_FB_AD_AV_123.jpg,4,0.913,539.14,430.64,769.97,662.8,654.56,546.72
LAT_FORM_FB_AD_AV_124.jpg,1,0.95,507.33,423.8,684.51,662.96,595.92,543.38
LAT_FORM_FB_AD_AV_124.jpg,2,0.944,1010.02,476.55,1175.35,700.53,1092.68,588.54
LAT_FORM_FB_AD_AV_124.jpg,3,0.911,1192.26,451.56,1321.22,671.42,1256.74,561.49
LAT_FORM_FB_AD_AV_124.jpg,4,0.897,860.99,500.43,999.47,735.84,930.23,618.13
LAT_FORM_FB_AD_AV_124.jpg,5,0.863,694.29,476.36,862.97,703.75,778.63,590.05
LAT_FORM_FB_AD_AV_125.jpg,1,0.945,862.16,548.27,987.97,780.61,925.06,664.44
LAT_FORM_FB_AD_AV_125.jpg,2,0.935,1031.68,527.93,1166.84,747.38,1099.26,637.65
LAT_FORM_FB_AD_AV_125.jpg,3,0.933,1203.68,513.63,1335.17,704.64,1269.42,609.13
LAT_FORM_FB_AD_AV_125.jpg,4,0.932,663.49,530.92,852.64,745.9,758.06,638.41
LAT_FORM_FB_AD_AV_125.jpg,5,0.862,483.28,500.69,641.69,704.0,562.49,602.35
LAT_FORM_FB_AD_AV_126.jpg,1,0.96,858.34,553.12,1058.42,747.07,958.38,650.09
LAT_FORM_FB_AD_AV_126.jpg,2,0.949,681.53,516.45,839.34,713.45,760.44,614.95
LAT_FORM_FB_AD_AV_126.jpg,3,0.931,1109.33,535.51,1261.85,718.99,1185.59,627.25
LAT_FORM_FB_AD_AV_126.jpg,4,0.898,515.77,485.51,662.57,667.54,589.17,576.52
LAT_FORM_FB_AD_AV_126.jpg,5,0.84,1340.11,508.08,1443.09,686.57,1391.6,597.33
LAT_FORM_FB_AD_AV_127.jpg,1,0.981,825.43,542.57,1088.1,812.02,956.77,677.29
LAT_FORM_FB_AD_AV_127.jpg,2,0.96,312.06,446.78,524.45,701.79,418.26,574.29
LAT_FORM_FB_AD_AV_127.jpg,3,0.945,1171.92,511.45,1355.6,771.66,1263.76,641.56
LAT_FORM_FB_AD_AV_127.jpg,4,0.905,1482.34,470.16,1617.19,727.84,1549.77,599.0
LAT_FORM_FB_AD_AV_128.jpg,1,0.957,800.98,538.74,1116.84,868.23,958.91,703.49
LAT_FORM_FB_AD_AV_128.jpg,2,0.95,173.73,413.19,406.24,729.63,289.98,571.41
LAT_FORM_FB_AD_AV_128.jpg,3,0.945,481.21,477.57,722.85,810.51,602.03,644.04
LAT_FORM_FB_AD_AV_128.jpg,4,0.935,1233.54,515.44,1491.57,811.97,1362.56,663.71
LAT_FORM_FB_AD_AV_128.jpg,5,0.928,1602.96,467.14,1772.67,763.7,1687.82,615.42
LAT_FORM_FB_AD_AV_129.jpg,1,0.963,431.12,227.88,522.94,382.77,477.03,305.33
LAT_FORM_FB_AD_AV_129.jpg,2,0.961,655.4,241.76,742.63,399.39,699.01,320.58
LAT_FORM_FB_AD_AV_129.jpg,3,0.956,525.46,295.52,614.92,444.54,570.19,370.03
LAT_FORM_FB_AD_AV_129.jpg,4,0.943,775.05,177.99,869.72,329.6,822.38,253.8
LAT_FORM_FB_AD_AV_129.jpg,5,0.934,319.34,168.46,403.44,315.88,361.39,242.17
LAT_FORM_FB_AD_AV_129.jpg,6,0.929,156.82,216.19,251.25,385.2,204.04,300.7
LAT_FORM_FB_AD_AV_129.jpg,7,0.929,542.2,176.76,618.13,306.21,580.16,241.49
LAT_FORM_FB_AD_AV_129.jpg,8,0.836,267.71,288.68,378.99,439.01,323.35,363.84
LAT_FORM_FB_AD_AV_130.jpg,1,0.936,637.56,186.51,739.58,321.73,688.57,254.12
LAT_FORM_FB_AD_AV_130.jpg,2,0.932,143.62,147.05,226.45,287.26,185.04,217.15
LAT_FORM_FB_AD_AV_130.jpg,3,0.924,196.73,225.59,293.5,362.78,245.11,294.18
LAT_FORM_FB_AD_AV_130.jpg,4,0.914,325.26,162.39,399.84,285.07,362.55,223.73
LAT_FORM_FB_AD_AV_130.jpg,5,0.914,824.51,194.79,930.26,324.1,877.38,259.44
LAT_FORM_FB_AD_AV_130.jpg,6,0.906,745.5,132.17,850.69,254.81,798.1,193.49
LAT_FORM_FB_AD_AV_130.jpg,7,0.787,575.96,128.98,655.13,258.1,615.54,193.54
LAT_FORM_FB_AD_AV_130.jpg,8,0.735,395.72,223.85,470.92,362.52,433.32,293.18
LAT_FORM_FB_AD_AV_131.jpg,1,0.961,215.01,227.0,313.75,355.62,264.38,291.31
LAT_FORM_FB_AD_AV_131.jpg,2,0.927,724.53,139.64,812.96,261.48,768.75,200.56
LAT_FORM_FB_AD_AV_131.jpg,3,0.915,636.48,184.31,723.87,327.85,680.17,256.08
LAT_FORM_FB_AD_AV_131.jpg,4,0.914,336.98,168.13,411.24,284.34,374.11,226.23
LAT_FORM_FB_AD_AV_131.jpg,5,0.911,813.07,191.81,904.73,324.65,858.9,258.23
LAT_FORM_FB_AD_AV_131.jpg,6,0.727,579.64,134.01,657.28,265.7,618.46,199.86
LAT_FORM_FB_AD_AV_132.jpg,1,0.96,546.53,217.38,653.57,352.49,600.05,284.93
LAT_FORM_FB_AD_AV_132.jpg,2,0.939,280.02,221.62,357.49,355.27,318.75,288.44
LAT_FORM_FB_AD_AV_132.jpg,3,0.917,706.63,233.19,821.44,368.2,764.03,300.69
LAT_FORM_FB_AD_AV_132.jpg,4,0.903,394.15,226.11,498.73,363.38,446.44,294.75
LAT_FORM_FB_AD_AV_132.jpg,5,0.891,645.23,161.54,714.82,285.23,680.03,223.39
LAT_FORM_FB_AD_AV_132.jpg,6,0.838,209.23,152.06,284.87,278.25,247.05,215.15
LAT_FORM_FB_AD_AV_133.jpg,1,0.958,709.74,456.86,875.64,668.1,792.69,562.48
LAT_FORM_FB_AD_AV_133.jpg,2,0.952,1089.75,458.35,1265.33,676.71,1177.54,567.53
LAT_FORM_FB_AD_AV_133.jpg,3,0.932,1280.61,432.77,1437.27,647.43,1358.94,540.1
LAT_FORM_FB_AD_AV_133.jpg,4,0.834,896.15,438.57,1027.7,639.65,961.92,539.11
LAT_FORM_FB_AD_AV_134.jpg,1,0.953,928.6,452.52,1050.1,663.91,989.35,558.21
LAT_FORM_FB_AD_AV_134.jpg,2,0.944,723.78,454.18,850.97,660.25,787.38,557.21
LAT_FORM_FB_AD_AV_134.jpg,3,0.942,1304.66,413.05,1455.22,601.85,1379.94,507.45
LAT_FORM_FB_AD_AV_134.jpg,4,0.938,1145.72,449.65,1287.58,662.37,1216.65,556.01
LAT_FORM_FB_AD_AV_134.jpg,5,0.93,485.32,447.31,620.54,658.38,552.93,552.85
LAT_FORM_FB_AD_AV_135.jpg,1,0.939,943.38,443.34,1063.11,673.09,1003.24,558.22
LAT_FORM_FB_AD_AV_135.jpg,2,0.929,1339.42,399.61,1473.98,613.01,1406.7,506.31
LAT_FORM_FB_AD_AV_135.jpg,3,0.927,1176.4,423.25,1309.8,664.86,1243.1,544.06
LAT_FORM_FB_AD_AV_135.jpg,4,0.921,1055.7,387.2,1170.09,610.79,1112.89,499.0
LAT_FORM_FB_AD_AV_135.jpg,5,0.921,471.15,442.89,620.42,664.87,545.78,553.88
LAT_FORM_FB_AD_AV_135.jpg,6,0.915,637.91,392.92,756.63,611.47,697.27,502.2
LAT_FORM_FB_AD_AV_135.jpg,7,0.821,837.91,399.18,953.78,613.53,895.84,506.36
LAT_FORM_FB_AD_AV_135.jpg,8,0.808,751.78,437.62,847.97,669.3,799.88,553.46
LAT_FORM_FB_AD_AV_136.jpg,1,0.941,494.82,445.91,630.53,674.92,562.68,560.41
LAT_FORM_FB_AD_AV_136.jpg,2,0.935,1204.0,434.79,1331.37,674.34,1267.69,554.56
LAT_FORM_FB_AD_AV_136.jpg,3,0.921,1358.55,403.95,1481.51,617.19,1420.03,510.57
LAT_FORM_FB_AD_AV_136.jpg,4,0.92,651.96,390.21,762.24,620.66,707.1,505.44
LAT_FORM_FB_AD_AV_136.jpg,5,0.912,958.69,447.59,1084.81,675.1,1021.75,561.35
LAT_FORM_FB_AD_AV_136.jpg,6,0.876,1065.3,397.51,1183.08,608.55,1124.19,503.03
LAT_FORM_FB_AD_AV_136.jpg,7,0.872,839.57,392.31,962.21,615.72,900.89,504.01
LAT_FORM_FB_AD_AV_136.jpg,8,0.83,755.31,445.16,855.33,670.38,805.32,557.77
LAT_FORM_FB_AD_AV_137.jpg,1,0.955,457.87,442.9,625.76,676.25,541.82,559.58
LAT_FORM_FB_AD_AV_137.jpg,2,0.941,820.48,394.55,945.85,610.97,883.17,502.76
LAT_FORM_FB_AD_AV_137.jpg,3,0.936,1204.64,437.92,1319.67,674.67,1262.16,556.3
LAT_FORM_FB_AD_AV_137.jpg,4,0.927,1336.49,405.6,1460.47,616.96,1398.48,511.28
LAT_FORM_FB_AD_AV_137.jpg,5,0.875,722.36,437.2,822.7,674.36,772.53,555.78
LAT_FORM_FB_AD_AV_137.jpg,6,0.87,952.17,446.96,1077.23,673.84,1014.7,560.4
LAT_FORM_FB_AD_AV_137.jpg,7,0.857,1064.98,398.42,1170.87,614.97,1117.92,506.69
LAT_FORM_FB_AD_AV_137.jpg,8,0.778,611.78,392.53,732.53,620.52,672.16,506.52
LAT_FORM_FB_AD_AV_138.jpg,1,0.949,841.16,393.55,936.72,615.66,888.94,504.61
LAT_FORM_FB_AD_AV_138.jpg,2,0.938,508.82,440.15,609.85,669.63,559.33,554.89
LAT_FORM_FB_AD_AV_138.jpg,3,0.93,1211.06,437.26,1323.78,674.04,1267.42,555.65
LAT_FORM_FB_AD_AV_138.jpg,4,0.928,1066.97,404.92,1166.82,615.05,1116.9,509.99
LAT_FORM_FB_AD_AV_138.jpg,5,0.927,1349.33,405.37,1446.34,619.64,1397.83,512.51
LAT_FORM_FB_AD_AV_138.jpg,6,0.924,726.16,438.24,822.23,670.04,774.19,554.14
LAT_FORM_FB_AD_AV_138.jpg,7,0.906,634.33,390.81,730.75,620.35,682.54,505.58
LAT_FORM_FB_AD_AV_138.jpg,8,0.887,973.68,444.8,1065.8,674.14,1019.74,559.47
LAT_FORM_FB_AD_AV_139.jpg,1,0.94,850.82,401.76,938.42,614.38,894.62,508.07
LAT_FORM_FB_AD_AV_139.jpg,2,0.939,652.29,403.4,741.59,617.4,696.94,510.4
LAT_FORM_FB_AD_AV_139.jpg,3,0.934,1197.36,445.16,1309.91,667.47,1253.63,556.31
LAT_FORM_FB_AD_AV_139.jpg,4,0.931,744.79,449.77,836.47,661.52,790.63,555.65
LAT_FORM_FB_AD_AV_139.jpg,5,0.93,1327.34,411.93,1423.67,616.05,1375.5,513.99
LAT_FORM_FB_AD_AV_139.jpg,6,0.926,533.34,449.48,637.24,664.68,585.29,557.08
LAT_FORM_FB_AD_AV_139.jpg,7,0.915,966.96,447.91,1063.22,664.63,1015.09,556.27
LAT_FORM_FB_AD_AV_139.jpg,8,0.914,1065.61,404.28,1162.51,612.66,1114.06,508.47
LAT_FORM_FB_AD_AV_140.jpg,1,0.943,846.28,405.59,943.63,610.68,894.96,508.14
LAT_FORM_FB_AD_AV_140.jpg,2,0.941,1326.71,413.36,1431.45,615.5,1379.08,514.43
LAT_FORM_FB_AD_AV_140.jpg,3,0.939,1200.35,447.71,1311.2,667.38,1255.77,557.54
LAT_FORM_FB_AD_AV_140.jpg,4,0.938,659.02,403.06,745.66,611.93,702.34,507.49
LAT_FORM_FB_AD_AV_140.jpg,5,0.928,538.03,450.47,642.4,663.69,590.21,557.08
LAT_FORM_FB_AD_AV_140.jpg,6,0.922,1068.01,408.75,1161.72,608.41,1114.86,508.58
LAT_FORM_FB_AD_AV_140.jpg,7,0.904,746.59,443.18,836.03,660.68,791.31,551.93
LAT_FORM_FB_AD_AV_140.jpg,8,0.899,972.73,446.91,1067.86,664.91,1020.29,555.91
LAT_FORM_FB_AD_AV_141.jpg,1,0.954,1329.41,414.28,1432.84,618.09,1381.12,516.19
LAT_FORM_FB_AD_AV_141.jpg,2,0.947,1198.66,444.72,1316.74,665.89,1257.7,555.3
LAT_FORM_FB_AD_AV_141.jpg,3,0.936,531.22,446.45,642.48,663.47,586.85,554.96
LAT_FORM_FB_AD_AV_141.jpg,4,0.929,847.89,404.59,941.04,609.08,894.46,506.83
LAT_FORM_FB_AD_AV_141.jpg,5,0.927,660.63,403.05,743.14,613.75,701.88,508.4
LAT_FORM_FB_AD_AV_141.jpg,6,0.921,1070.33,410.52,1167.34,608.87,1118.84,509.69
LAT_FORM_FB_AD_AV_141.jpg,7,0.917,747.19,439.79,832.45,661.42,789.82,550.61
LAT_FORM_FB_AD_AV_141.jpg,8,0.895,980.89,452.12,1067.91,663.41,1024.4,557.76
LAT_FORM_FB_AD_AV_142.jpg,1,0.952,1304.97,400.69,1463.33,688.85,1384.15,544.77
LAT_FORM_FB_AD_AV_142.jpg,2,0.944,982.05,411.7,1144.79,683.24,1063.42,547.47
LAT_FORM_FB_AD_AV_142.jpg,3,0.931,373.62,400.41,533.52,684.93,453.57,542.67
LAT_FORM_FB_AD_AV_142.jpg,4,0.928,1473.13,359.85,1628.67,622.98,1550.9,491.42
LAT_FORM_FB_AD_AV_142.jpg,5,0.92,821.02,347.95,973.96,611.3,897.49,479.63
LAT_FORM_FB_AD_AV_142.jpg,6,0.553,638.54,394.51,803.56,678.12,721.05,536.31
LAT_FORM_FB_AD_AV_142.jpg,7,0.43,1139.57,355.9,1316.82,612.45,1228.19,484.17
LAT_FORM_FB_AD_AV_143.jpg,1,0.944,486.07,359.79,657.14,610.53,571.6,485.16
LAT_FORM_FB_AD_AV_143.jpg,2,0.943,646.79,425.85,845.37,683.34,746.08,554.59
LAT_FORM_FB_AD_AV_143.jpg,3,0.938,269.75,426.57,489.65,683.71,379.7,555.14
LAT_FORM_FB_AD_AV_143.jpg,4,0.923,1250.39,440.07,1453.18,695.49,1351.78,567.78
LAT_FORM_FB_AD_AV_143.jpg,5,0.923,1449.66,374.54,1620.63,626.21,1535.15,500.37
LAT_FORM_FB_AD_AV_143.jpg,6,0.912,925.42,448.74,1117.93,688.99,1021.68,568.86
LAT_FORM_FB_AD_AV_143.jpg,7,0.853,1123.24,398.44,1259.82,623.81,1191.53,511.13
LAT_FORM_FB_AD_AV_144.jpg,1,0.954,528.27,342.98,634.24,616.37,581.25,479.68
LAT_FORM_FB_AD_AV_144.jpg,2,0.944,1274.13,404.88,1407.4,694.23,1340.77,549.55
LAT_FORM_FB_AD_AV_144.jpg,3,0.936,952.6,414.77,1078.74,686.25,1015.67,550.51
LAT_FORM_FB_AD_AV_144.jpg,4,0.93,676.29,410.01,811.5,685.53,743.89,547.77
LAT_FORM_FB_AD_AV_144.jpg,5,0.918,347.95,401.69,462.76,682.37,405.36,542.03
LAT_FORM_FB_AD_AV_144.jpg,6,0.89,1091.52,357.13,1219.84,622.4,1155.68,489.76
LAT_FORM_FB_AD_AV_144.jpg,7,0.858,1473.77,358.78,1606.09,626.71,1539.93,492.74
LAT_FORM_FB_AD_AV_144.jpg,8,0.731,782.5,344.62,881.14,614.85,831.82,479.73
LAT_FORM_FB_AD_AV_145.jpg,1,0.943,621.97,418.98,781.4,700.86,701.68,559.92
LAT_FORM_FB_AD_AV_145.jpg,2,0.94,1251.03,408.56,1421.43,710.89,1336.23,559.72
LAT_FORM_FB_AD_AV_145.jpg,3,0.933,912.74,425.27,1104.33,704.15,1008.54,564.71
LAT_FORM_FB_AD_AV_145.jpg,4,0.916,280.63,406.57,480.82,697.53,380.72,552.05
LAT_FORM_FB_AD_AV_145.jpg,5,0.897,1418.76,368.47,1594.47,637.56,1506.61,503.01
LAT_FORM_FB_AD_AV_146.jpg,1,0.956,898.35,432.37,1100.91,695.04,999.63,563.7
LAT_FORM_FB_AD_AV_146.jpg,2,0.954,310.87,411.99,464.01,681.51,387.44,546.75
LAT_FORM_FB_AD_AV_146.jpg,3,0.951,1259.48,406.22,1427.44,694.08,1343.46,550.15
LAT_FORM_FB_AD_AV_146.jpg,4,0.929,613.91,418.02,786.65,685.39,700.28,551.71
LAT_FORM_FB_AD_AV_146.jpg,5,0.882,476.89,350.41,635.9,611.09,556.4,480.75
LAT_FORM_FB_AD_AV_146.jpg,6,0.877,1407.46,371.5,1558.23,622.73,1482.84,497.11
LAT_FORM_FB_AD_AV_146.jpg,7,0.791,759.11,358.58,905.22,608.78,832.16,483.68
LAT_FORM_FB_AD_AV_146.jpg,8,0.572,1086.47,366.38,1232.04,626.05,1159.25,496.22
LAT_FORM_FB_AD_AV_147.jpg,1,0.954,971.94,456.97,1142.53,701.73,1057.24,579.35
LAT_FORM_FB_AD_AV_147.jpg,2,0.949,1237.56,443.55,1394.17,699.36,1315.86,571.46
LAT_FORM_FB_AD_AV_147.jpg,3,0.935,484.6,448.04,619.77,691.53,552.19,569.79
LAT_FORM_FB_AD_AV_147.jpg,4,0.859,756.16,449.76,872.79,694.47,814.48,572.12
LAT_FORM_FB_AD_AV_148.jpg,1,0.94,1056.23,539.43,1233.44,770.83,1144.84,655.13
LAT_FORM_FB_AD_AV_148.jpg,2,0.893,1253.02,495.98,1366.56,721.05,1309.79,608.52
LAT_FORM_FB_AD_AV_148.jpg,3,0.888,785.37,492.68,919.09,725.08,852.23,608.88
LAT_FORM_FB_AD_AV_148.jpg,4,0.734,593.8,468.86,751.6,690.94,672.7,579.9
LAT_FORM_FB_AD_AV_149.jpg,1,0.947,601.09,435.61,744.44,657.05,672.76,546.33
LAT_FORM_FB_AD_AV_149.jpg,2,0.905,1035.0,517.93,1189.25,747.22,1112.13,632.57
LAT_FORM_FB_AD_AV_149.jpg,3,0.899,780.26,485.8,916.17,711.63,848.22,598.72
LAT_FORM_FB_AD_AV_149.jpg,4,0.59,1191.12,483.32,1341.74,689.82,1266.43,586.57
LAT_FORM_FB_AD_AV_150.jpg,1,0.959,271.81,516.59,390.72,742.39,331.26,629.49
LAT_FORM_FB_AD_AV_150.jpg,2,0.946,1156.29,535.48,1270.24,783.04,1213.27,659.26
LAT_FORM_FB_AD_AV_150.jpg,3,0.942,749.13,536.29,877.96,785.01,813.55,660.65
LAT_FORM_FB_AD_AV_150.jpg,4,0.933,950.04,596.63,1087.08,846.97,1018.56,721.8
LAT_FORM_FB_AD_AV_150.jpg,5,0.931,408.3,544.97,525.9,785.57,467.1,665.27
LAT_FORM_FB_AD_AV_150.jpg,6,0.702,549.07,597.44,702.34,827.37,625.71,712.41
LAT_FORM_FB_AD_AV_177.jpg,1,0.938,445.32,429.14,595.93,781.64,520.63,605.39
LAT_FORM_FB_AD_AV_177.jpg,2,0.913,660.17,525.36,845.95,894.17,753.06,709.77
